city,frequency
新北市,0.152649759
台北市,0.154659929
桃園市,0.094696922
台中市,0.128524598
台南市,0.077301838
高雄市,0.113497419
宜蘭縣,0.017256051
新竹縣,0.02266691
苗栗縣,0.016784535
彰化縣,0.048763191
南投縣,0.019125269
雲林縣,0.025912929
嘉義縣,0.017171232
屏東縣,0.036334361
台東縣,0.008422108
花蓮縣,0.013739308
基隆市,0.013353887
新竹市,0.022160994
嘉義市,0.011361775
澎湖縣,0.003050698
金門縣,0.002112975
連江縣,0.000453314
