city,frequency
新北市,0.154214203
台北市,0.153300579
桃園市,0.096657457
台中市,0.12559882
台南市,0.07698393
高雄市,0.109210273
宜蘭縣,0.017943364
新竹縣,0.0227846
苗栗縣,0.017137786
彰化縣,0.04917579
南投縣,0.019656123
雲林縣,0.026546449
嘉義縣,0.017990763
屏東縣,0.036812668
台東縣,0.008603777
花蓮縣,0.014217533
基隆市,0.013706651
新竹市,0.022179908
嘉義市,0.011434485
澎湖縣,0.003037472
金門縣,0.002177083
連江縣,0.000630288
