city,frequency
新北市,0.155317616
台北市,0.160230048
桃園市,0.086268562
台中市,0.128147275
台南市,0.074331489
高雄市,0.121826509
宜蘭縣,0.017579289
新竹縣,0.020076883
苗栗縣,0.018439079
彰化縣,0.046844818
南投縣,0.016583273
雲林縣,0.02575214
嘉義縣,0.017784755
屏東縣,0.037351241
台東縣,0.007807861
花蓮縣,0.013444576
基隆市,0.01198812
新竹市,0.022207412
嘉義市,0.011344282
澎湖縣,0.003507639
金門縣,0.002516381
連江縣,0.000650752
