city,frequency
新北市,0.151785376
台北市,0.162255339
桃園市,0.086273916
台中市,0.127422218
台南市,0.075735181
高雄市,0.12361149
宜蘭縣,0.017092792
新竹縣,0.019641746
苗栗縣,0.017389976
彰化縣,0.046057408
南投縣,0.015859033
雲林縣,0.027228712
嘉義縣,0.018285695
屏東縣,0.037188829
台東縣,0.007758013
花蓮縣,0.01327718
基隆市,0.011754528
新竹市,0.023118868
嘉義市,0.011619666
澎湖縣,0.003693914
金門縣,0.002502352
連江縣,0.000447767
