city,frequency
新北市,0.161145303
台北市,0.165253121
桃園市,0.096861833
台中市,0.122151628
台南市,0.075256053
高雄市,0.10807523
宜蘭縣,0.017947134
新竹縣,0.023159711
苗栗縣,0.017305856
彰化縣,0.046748494
南投縣,0.016572737
雲林縣,0.024513411
嘉義縣,0.016092535
屏東縣,0.032661205
台東縣,0.008304969
花蓮縣,0.013618194
基隆市,0.013909772
新竹市,0.023337792
嘉義市,0.011049465
澎湖縣,0.003301476
金門縣,0.002236817
連江縣,0.000497264
