city,frequency
新北市,0.161908956
台北市,0.158028217
桃園市,0.095823863
台中市,0.125414721
台南市,0.077129377
高雄市,0.108363289
宜蘭縣,0.017545326
新竹縣,0.023218551
苗栗縣,0.017397288
彰化縣,0.047945189
南投縣,0.01716941
雲林縣,0.025426027
嘉義縣,0.016708222
屏東縣,0.03270094
台東縣,0.007951953
花蓮縣,0.01337309
基隆市,0.013749175
新竹市,0.023008763
嘉義市,0.011300955
澎湖縣,0.003155658
金門縣,0.002210403
連江縣,0.000470628
