city,frequency
新北市,0.15657043
台北市,0.164521426
桃園市,0.083855522
台中市,0.125735633
台南市,0.075625563
高雄市,0.124888252
宜蘭縣,0.017424919
新竹縣,0.019710967
苗栗縣,0.018554346
彰化縣,0.045104967
南投縣,0.014441397
雲林縣,0.025959268
嘉義縣,0.017374865
屏東縣,0.035832579
台東縣,0.007688383
花蓮縣,0.013047522
基隆市,0.011915451
新竹市,0.023409076
嘉義市,0.011428605
澎湖縣,0.003914684
金門縣,0.002535243
連江縣,0.000460902
