city,frequency
新北市,0.154028927
台北市,0.159866171
桃園市,0.08829532
台中市,0.126152085
台南市,0.074164928
高雄市,0.119666348
宜蘭縣,0.017817386
新竹縣,0.020418361
苗栗縣,0.018684504
彰化縣,0.047099131
南投縣,0.016560608
雲林縣,0.027217966
嘉義縣,0.018496672
屏東縣,0.036754265
台東縣,0.007906779
花蓮縣,0.013609704
基隆市,0.012179306
新竹市,0.02317099
嘉義市,0.011334632
澎湖縣,0.003529977
金門縣,0.002579735
連江縣,0.000466207
