city,frequency
新北市,0.148116014
台北市,0.161733653
桃園市,0.092410117
台中市,0.126427293
台南市,0.079904888
高雄市,0.115366644
宜蘭縣,0.016613035
新竹縣,0.021907206
苗栗縣,0.016676425
彰化縣,0.047547388
南投縣,0.017956252
雲林縣,0.026761047
嘉義縣,0.017785321
屏東縣,0.036008255
台東縣,0.008223844
花蓮縣,0.013472239
基隆市,0.012614387
新竹市,0.022870612
嘉義市,0.011645292
澎湖縣,0.003318387
金門縣,0.002183782
連江縣,0.000457919
